POAM ID,Control,Title,Deployment profile,Status,Practices,Weakness / remaining work,Owner,Owner lane,Scheduled completion
OG-AU-006-on-prem,OG-AU-006,"Audit records carry a synchronised, unambiguous timestamp",on-prem,Partially implemented,03.03.07,"Backend records are aware-UTC and a repo-wide guard forbids naive `utcnow`. Still PARTIAL everywhere: there is no configured authoritative time source, and the edge skew estimator can only sample while the cloud is reachable. `air-gapped` moved from `absent` to `partial` on 2026-08-18 (FS-760, DDIL S8) and the reason is narrow enough to state exactly. An air-gapped device still cannot synchronise and still has no correction available. What changed is that the correction the estimator DID compute was never applied to a reading — `ClockSkewEstimator.correct()` had no callers — and every row now carries `time_quality` (synced | holdover | unsynced | unknown) saying what its timestamp is worth. The data no longer claims a precision it does not have, and an assessor can query for the readings that cannot be trusted for ordering. That is honest labelling, not synchronisation, which is why nothing moved to `implemented`.",platform-security,hamad,2027-01-31
OG-CA-001-air-gapped,OG-CA-001,Security controls are monitored continuously for continued effectiveness,air-gapped,Partially implemented,03.12.03,"This catalogue IS the continuous-monitoring mechanism, and it is unusually literal about it: a control claiming to operate must cite tests that pytest can collect, so deleting a guard fails the build naming the control that lost its evidence. Every CI run re-establishes the evidence rather than an annual screenshot doing it. PARTIAL until coverage reaches 110 of 110 and the evidence bundle is produced and retained.",platform-security,hamad,2027-01-31
OG-CA-001-commercial-cloud,OG-CA-001,Security controls are monitored continuously for continued effectiveness,commercial-cloud,Partially implemented,03.12.03,"This catalogue IS the continuous-monitoring mechanism, and it is unusually literal about it: a control claiming to operate must cite tests that pytest can collect, so deleting a guard fails the build naming the control that lost its evidence. Every CI run re-establishes the evidence rather than an annual screenshot doing it. PARTIAL until coverage reaches 110 of 110 and the evidence bundle is produced and retained.",platform-security,hamad,2027-01-31
OG-CA-001-gov-cloud,OG-CA-001,Security controls are monitored continuously for continued effectiveness,gov-cloud,Partially implemented,03.12.03,"This catalogue IS the continuous-monitoring mechanism, and it is unusually literal about it: a control claiming to operate must cite tests that pytest can collect, so deleting a guard fails the build naming the control that lost its evidence. Every CI run re-establishes the evidence rather than an annual screenshot doing it. PARTIAL until coverage reaches 110 of 110 and the evidence bundle is produced and retained.",platform-security,hamad,2027-01-31
OG-CA-001-on-prem,OG-CA-001,Security controls are monitored continuously for continued effectiveness,on-prem,Partially implemented,03.12.03,"This catalogue IS the continuous-monitoring mechanism, and it is unusually literal about it: a control claiming to operate must cite tests that pytest can collect, so deleting a guard fails the build naming the control that lost its evidence. Every CI run re-establishes the evidence rather than an annual screenshot doing it. PARTIAL until coverage reaches 110 of 110 and the evidence bundle is produced and retained.",platform-security,hamad,2027-01-31
OG-CA-003-air-gapped,OG-CA-003,"A system security plan is developed, documented and periodically updated",air-gapped,Partially implemented,03.12.04,"The catalogue holds the control narratives an SSP is made of, per deployment profile. Missing: the renderer, and the parts of an SSP that are not control narratives — system description, boundary diagram, data flows, interconnections. The boundary in particular blocks several other controls (OG-AC-010) and is not this repository's to decide.",platform-security,hamad,2027-01-31
OG-CA-003-commercial-cloud,OG-CA-003,"A system security plan is developed, documented and periodically updated",commercial-cloud,Partially implemented,03.12.04,"The catalogue holds the control narratives an SSP is made of, per deployment profile. Missing: the renderer, and the parts of an SSP that are not control narratives — system description, boundary diagram, data flows, interconnections. The boundary in particular blocks several other controls (OG-AC-010) and is not this repository's to decide.",platform-security,hamad,2027-01-31
OG-CA-003-gov-cloud,OG-CA-003,"A system security plan is developed, documented and periodically updated",gov-cloud,Partially implemented,03.12.04,"The catalogue holds the control narratives an SSP is made of, per deployment profile. Missing: the renderer, and the parts of an SSP that are not control narratives — system description, boundary diagram, data flows, interconnections. The boundary in particular blocks several other controls (OG-AC-010) and is not this repository's to decide.",platform-security,hamad,2027-01-31
OG-CA-003-on-prem,OG-CA-003,"A system security plan is developed, documented and periodically updated",on-prem,Partially implemented,03.12.04,"The catalogue holds the control narratives an SSP is made of, per deployment profile. Missing: the renderer, and the parts of an SSP that are not control narratives — system description, boundary diagram, data flows, interconnections. The boundary in particular blocks several other controls (OG-AC-010) and is not this repository's to decide.",platform-security,hamad,2027-01-31
OG-CM-003-air-gapped,OG-CM-003,Least functionality — nonessential functions are restricted or disabled,air-gapped,Partially implemented,03.04.06 03.04.07,"Pod Security Admission runs `restricted`, containers drop ALL capabilities with a read-only root filesystem and no privilege escalation, and `validate_settings()` refuses a production start with the dev-token bypass, open registration, wildcard CORS or simulated telematics enabled. PARTIAL because the DEFAULTS still invert the principle — `ALLOW_DEV_TOKEN` defaults True and is caught only by the production gate — and because the backend runtime image still carries `gcc` and `libpq-dev` from the build.",platform-infra,hamad,2027-01-31
OG-CM-003-commercial-cloud,OG-CM-003,Least functionality — nonessential functions are restricted or disabled,commercial-cloud,Partially implemented,03.04.06 03.04.07,"Pod Security Admission runs `restricted`, containers drop ALL capabilities with a read-only root filesystem and no privilege escalation, and `validate_settings()` refuses a production start with the dev-token bypass, open registration, wildcard CORS or simulated telematics enabled. PARTIAL because the DEFAULTS still invert the principle — `ALLOW_DEV_TOKEN` defaults True and is caught only by the production gate — and because the backend runtime image still carries `gcc` and `libpq-dev` from the build.",platform-infra,hamad,2027-01-31
OG-CM-003-gov-cloud,OG-CM-003,Least functionality — nonessential functions are restricted or disabled,gov-cloud,Partially implemented,03.04.06 03.04.07,"Pod Security Admission runs `restricted`, containers drop ALL capabilities with a read-only root filesystem and no privilege escalation, and `validate_settings()` refuses a production start with the dev-token bypass, open registration, wildcard CORS or simulated telematics enabled. PARTIAL because the DEFAULTS still invert the principle — `ALLOW_DEV_TOKEN` defaults True and is caught only by the production gate — and because the backend runtime image still carries `gcc` and `libpq-dev` from the build.",platform-infra,hamad,2027-01-31
OG-CM-003-on-prem,OG-CM-003,Least functionality — nonessential functions are restricted or disabled,on-prem,Partially implemented,03.04.06 03.04.07,"Pod Security Admission runs `restricted`, containers drop ALL capabilities with a read-only root filesystem and no privilege escalation, and `validate_settings()` refuses a production start with the dev-token bypass, open registration, wildcard CORS or simulated telematics enabled. PARTIAL because the DEFAULTS still invert the principle — `ALLOW_DEV_TOKEN` defaults True and is caught only by the production gate — and because the backend runtime image still carries `gcc` and `libpq-dev` from the build.",platform-infra,hamad,2027-01-31
OG-IA-003-air-gapped,OG-IA-003,Credentials are stored and transmitted only in cryptographically protected form,air-gapped,Partially implemented,03.05.10,"New passwords are PBKDF2-HMAC-SHA256 at 600k iterations (FS-748) — the SP 800-132-approved KDF — and refresh tokens, API keys and invitation tokens are SHA-256 digests of high-entropy random secrets, which is correct: 800-132 governs passwords, not 128-bit random values. Login rehashes legacy hashes in place, so users migrate as they arrive with no reset. PARTIAL until the migration window CLOSES: bcrypt remains registered as a deprecated scheme so existing hashes still verify, and while it is registered the application can still read a non-approved format. `auth_password_hash_scheme_total` makes the remaining population a dashboard number. The window must close before the FIPS base image lands — in enforcing mode the bcrypt verify path may raise rather than return False, which would lock out every user who had not logged in since.",platform-security,hamad,2027-01-31
OG-IA-003-commercial-cloud,OG-IA-003,Credentials are stored and transmitted only in cryptographically protected form,commercial-cloud,Partially implemented,03.05.10,"New passwords are PBKDF2-HMAC-SHA256 at 600k iterations (FS-748) — the SP 800-132-approved KDF — and refresh tokens, API keys and invitation tokens are SHA-256 digests of high-entropy random secrets, which is correct: 800-132 governs passwords, not 128-bit random values. Login rehashes legacy hashes in place, so users migrate as they arrive with no reset. PARTIAL until the migration window CLOSES: bcrypt remains registered as a deprecated scheme so existing hashes still verify, and while it is registered the application can still read a non-approved format. `auth_password_hash_scheme_total` makes the remaining population a dashboard number. The window must close before the FIPS base image lands — in enforcing mode the bcrypt verify path may raise rather than return False, which would lock out every user who had not logged in since.",platform-security,hamad,2027-01-31
OG-IA-003-gov-cloud,OG-IA-003,Credentials are stored and transmitted only in cryptographically protected form,gov-cloud,Partially implemented,03.05.10,"New passwords are PBKDF2-HMAC-SHA256 at 600k iterations (FS-748) — the SP 800-132-approved KDF — and refresh tokens, API keys and invitation tokens are SHA-256 digests of high-entropy random secrets, which is correct: 800-132 governs passwords, not 128-bit random values. Login rehashes legacy hashes in place, so users migrate as they arrive with no reset. PARTIAL until the migration window CLOSES: bcrypt remains registered as a deprecated scheme so existing hashes still verify, and while it is registered the application can still read a non-approved format. `auth_password_hash_scheme_total` makes the remaining population a dashboard number. The window must close before the FIPS base image lands — in enforcing mode the bcrypt verify path may raise rather than return False, which would lock out every user who had not logged in since.",platform-security,hamad,2027-01-31
OG-IA-003-on-prem,OG-IA-003,Credentials are stored and transmitted only in cryptographically protected form,on-prem,Partially implemented,03.05.10,"New passwords are PBKDF2-HMAC-SHA256 at 600k iterations (FS-748) — the SP 800-132-approved KDF — and refresh tokens, API keys and invitation tokens are SHA-256 digests of high-entropy random secrets, which is correct: 800-132 governs passwords, not 128-bit random values. Login rehashes legacy hashes in place, so users migrate as they arrive with no reset. PARTIAL until the migration window CLOSES: bcrypt remains registered as a deprecated scheme so existing hashes still verify, and while it is registered the application can still read a non-approved format. `auth_password_hash_scheme_total` makes the remaining population a dashboard number. The window must close before the FIPS base image lands — in enforcing mode the bcrypt verify path may raise rather than return False, which would lock out every user who had not logged in since.",platform-security,hamad,2027-01-31
OG-IA-005-air-gapped,OG-IA-005,"Password composition, reuse and lifetime policy",air-gapped,Partially implemented,03.05.07 03.05.08 03.05.09,"`validate_new_password` enforces a 12-character minimum and a 72-byte ceiling — and **only on the invitation-accept path**. `POST /auth/register` and admin `POST /users/` do not call it, so two of the three ways an account gets a password apply no policy at all. There is no history, no expiry, and no breach-list check. The first fix is to route all three paths through one validator; the policy content is a second decision (NIST SP 800-63B argues against composition rules and expiry, while 800-171 3.5.7-3.5.9 asks for them — that tension needs a written position before an assessment, not during one).",platform-security,hamad,2027-01-31
OG-IA-005-commercial-cloud,OG-IA-005,"Password composition, reuse and lifetime policy",commercial-cloud,Partially implemented,03.05.07 03.05.08 03.05.09,"`validate_new_password` enforces a 12-character minimum and a 72-byte ceiling — and **only on the invitation-accept path**. `POST /auth/register` and admin `POST /users/` do not call it, so two of the three ways an account gets a password apply no policy at all. There is no history, no expiry, and no breach-list check. The first fix is to route all three paths through one validator; the policy content is a second decision (NIST SP 800-63B argues against composition rules and expiry, while 800-171 3.5.7-3.5.9 asks for them — that tension needs a written position before an assessment, not during one).",platform-security,hamad,2027-01-31
OG-IA-005-gov-cloud,OG-IA-005,"Password composition, reuse and lifetime policy",gov-cloud,Partially implemented,03.05.07 03.05.08 03.05.09,"`validate_new_password` enforces a 12-character minimum and a 72-byte ceiling — and **only on the invitation-accept path**. `POST /auth/register` and admin `POST /users/` do not call it, so two of the three ways an account gets a password apply no policy at all. There is no history, no expiry, and no breach-list check. The first fix is to route all three paths through one validator; the policy content is a second decision (NIST SP 800-63B argues against composition rules and expiry, while 800-171 3.5.7-3.5.9 asks for them — that tension needs a written position before an assessment, not during one).",platform-security,hamad,2027-01-31
OG-IA-005-on-prem,OG-IA-005,"Password composition, reuse and lifetime policy",on-prem,Partially implemented,03.05.07 03.05.08 03.05.09,"`validate_new_password` enforces a 12-character minimum and a 72-byte ceiling — and **only on the invitation-accept path**. `POST /auth/register` and admin `POST /users/` do not call it, so two of the three ways an account gets a password apply no policy at all. There is no history, no expiry, and no breach-list check. The first fix is to route all three paths through one validator; the policy content is a second decision (NIST SP 800-63B argues against composition rules and expiry, while 800-171 3.5.7-3.5.9 asks for them — that tension needs a written position before an assessment, not during one).",platform-security,hamad,2027-01-31
OG-IR-002-air-gapped,OG-IR-002,"Incidents are tracked, documented and reported to designated authorities",air-gapped,Partially implemented,03.06.02,"Documentation of the one real incident is thorough. Reporting is not defined: nobody has written down who is notified, within what deadline, for which severity. Two hard external deadlines already apply and neither is captured — GDPR Article 33 requires supervisory-authority notification within 72 hours of awareness, and DFARS 252.204-7012 requires DoD reporting within 72 hours for CUI incidents. Those are legal obligations that a missing runbook does not suspend.",security-operations,unassigned,2027-01-31
OG-IR-002-commercial-cloud,OG-IR-002,"Incidents are tracked, documented and reported to designated authorities",commercial-cloud,Partially implemented,03.06.02,"Documentation of the one real incident is thorough. Reporting is not defined: nobody has written down who is notified, within what deadline, for which severity. Two hard external deadlines already apply and neither is captured — GDPR Article 33 requires supervisory-authority notification within 72 hours of awareness, and DFARS 252.204-7012 requires DoD reporting within 72 hours for CUI incidents. Those are legal obligations that a missing runbook does not suspend.",security-operations,unassigned,2027-01-31
OG-IR-002-gov-cloud,OG-IR-002,"Incidents are tracked, documented and reported to designated authorities",gov-cloud,Partially implemented,03.06.02,"Documentation of the one real incident is thorough. Reporting is not defined: nobody has written down who is notified, within what deadline, for which severity. Two hard external deadlines already apply and neither is captured — GDPR Article 33 requires supervisory-authority notification within 72 hours of awareness, and DFARS 252.204-7012 requires DoD reporting within 72 hours for CUI incidents. Those are legal obligations that a missing runbook does not suspend.",security-operations,unassigned,2027-01-31
OG-IR-002-on-prem,OG-IR-002,"Incidents are tracked, documented and reported to designated authorities",on-prem,Partially implemented,03.06.02,"Documentation of the one real incident is thorough. Reporting is not defined: nobody has written down who is notified, within what deadline, for which severity. Two hard external deadlines already apply and neither is captured — GDPR Article 33 requires supervisory-authority notification within 72 hours of awareness, and DFARS 252.204-7012 requires DoD reporting within 72 hours for CUI incidents. Those are legal obligations that a missing runbook does not suspend.",security-operations,unassigned,2027-01-31
OG-RA-002-air-gapped,OG-RA-002,Vulnerabilities are remediated in accordance with risk,air-gapped,Partially implemented,03.11.03,"Remediation is currently immediate-or-blocked, which sounds strict and is actually the gap: there is no severity-based SLA, so a HIGH finding and a CRITICAL finding are treated identically, and anything the scanners do not block has no defined response time at all. The image scan in `ci-cd.yml` sets no `exit-code`, so it cannot fail a deploy — findings there go to code scanning and nowhere else.",security-operations,unassigned,2027-01-31
OG-RA-002-commercial-cloud,OG-RA-002,Vulnerabilities are remediated in accordance with risk,commercial-cloud,Partially implemented,03.11.03,"Remediation is currently immediate-or-blocked, which sounds strict and is actually the gap: there is no severity-based SLA, so a HIGH finding and a CRITICAL finding are treated identically, and anything the scanners do not block has no defined response time at all. The image scan in `ci-cd.yml` sets no `exit-code`, so it cannot fail a deploy — findings there go to code scanning and nowhere else.",security-operations,unassigned,2027-01-31
OG-RA-002-gov-cloud,OG-RA-002,Vulnerabilities are remediated in accordance with risk,gov-cloud,Partially implemented,03.11.03,"Remediation is currently immediate-or-blocked, which sounds strict and is actually the gap: there is no severity-based SLA, so a HIGH finding and a CRITICAL finding are treated identically, and anything the scanners do not block has no defined response time at all. The image scan in `ci-cd.yml` sets no `exit-code`, so it cannot fail a deploy — findings there go to code scanning and nowhere else.",security-operations,unassigned,2027-01-31
OG-RA-002-on-prem,OG-RA-002,Vulnerabilities are remediated in accordance with risk,on-prem,Partially implemented,03.11.03,"Remediation is currently immediate-or-blocked, which sounds strict and is actually the gap: there is no severity-based SLA, so a HIGH finding and a CRITICAL finding are treated identically, and anything the scanners do not block has no defined response time at all. The image scan in `ci-cd.yml` sets no `exit-code`, so it cannot fail a deploy — findings there go to code scanning and nowhere else.",security-operations,unassigned,2027-01-31
OG-SC-007-air-gapped,OG-SC-007,Session authenticity is protected,air-gapped,Partially implemented,03.13.09,"Connections terminate at token expiry and sessions are revocable immediately, but there is no inactivity-based termination (the same gap as OG-AC-005/OG-AC-006). CSRF middleware exists and is disabled by default, with a documented rationale — Bearer tokens rather than cookies — which is sound and should be written into the SSP rather than left as a code comment.",platform-security,hamad,2027-01-31
OG-SC-007-commercial-cloud,OG-SC-007,Session authenticity is protected,commercial-cloud,Partially implemented,03.13.09,"Connections terminate at token expiry and sessions are revocable immediately, but there is no inactivity-based termination (the same gap as OG-AC-005/OG-AC-006). CSRF middleware exists and is disabled by default, with a documented rationale — Bearer tokens rather than cookies — which is sound and should be written into the SSP rather than left as a code comment.",platform-security,hamad,2027-01-31
OG-SC-007-gov-cloud,OG-SC-007,Session authenticity is protected,gov-cloud,Partially implemented,03.13.09,"Connections terminate at token expiry and sessions are revocable immediately, but there is no inactivity-based termination (the same gap as OG-AC-005/OG-AC-006). CSRF middleware exists and is disabled by default, with a documented rationale — Bearer tokens rather than cookies — which is sound and should be written into the SSP rather than left as a code comment.",platform-security,hamad,2027-01-31
OG-SC-007-on-prem,OG-SC-007,Session authenticity is protected,on-prem,Partially implemented,03.13.09,"Connections terminate at token expiry and sessions are revocable immediately, but there is no inactivity-based termination (the same gap as OG-AC-005/OG-AC-006). CSRF middleware exists and is disabled by default, with a documented rationale — Bearer tokens rather than cookies — which is sound and should be written into the SSP rather than left as a code comment.",platform-security,hamad,2027-01-31
OG-SI-001-air-gapped,OG-SI-001,"System flaws are identified, reported and corrected in a timely manner",air-gapped,Partially implemented,03.14.01,"Identification is well covered — blocking dependency and container scanning, error tracking with a triage runbook, and 5,000+ tests that catch regressions before release. The gap is ""timely"": no SLA defines how quickly a flaw of a given severity must be corrected, so timeliness is currently whatever the next release happens to be. Same missing decision as OG-RA-002.",security-operations,unassigned,2027-01-31
OG-SI-001-commercial-cloud,OG-SI-001,"System flaws are identified, reported and corrected in a timely manner",commercial-cloud,Partially implemented,03.14.01,"Identification is well covered — blocking dependency and container scanning, error tracking with a triage runbook, and 5,000+ tests that catch regressions before release. The gap is ""timely"": no SLA defines how quickly a flaw of a given severity must be corrected, so timeliness is currently whatever the next release happens to be. Same missing decision as OG-RA-002.",security-operations,unassigned,2027-01-31
OG-SI-001-gov-cloud,OG-SI-001,"System flaws are identified, reported and corrected in a timely manner",gov-cloud,Partially implemented,03.14.01,"Identification is well covered — blocking dependency and container scanning, error tracking with a triage runbook, and 5,000+ tests that catch regressions before release. The gap is ""timely"": no SLA defines how quickly a flaw of a given severity must be corrected, so timeliness is currently whatever the next release happens to be. Same missing decision as OG-RA-002.",security-operations,unassigned,2027-01-31
OG-SI-001-on-prem,OG-SI-001,"System flaws are identified, reported and corrected in a timely manner",on-prem,Partially implemented,03.14.01,"Identification is well covered — blocking dependency and container scanning, error tracking with a triage runbook, and 5,000+ tests that catch regressions before release. The gap is ""timely"": no SLA defines how quickly a flaw of a given severity must be corrected, so timeliness is currently whatever the next release happens to be. Same missing decision as OG-RA-002.",security-operations,unassigned,2027-01-31
OG-AC-008-commercial-cloud,OG-AC-008,"Remote access is routed through managed, monitored, encrypted access points",commercial-cloud,Partially implemented,03.01.12 03.01.13 03.01.14 03.01.15,"A single ingress with TLS termination and HSTS is the managed access point, and privileged remote agent operations carry a `RemoteOperationAuditContext` recording who requested them. PARTIAL because in-cluster traffic is plaintext (see OG-SC-003) and there is no session monitoring beyond access logs.",platform-infra,hamad,2027-02-28
OG-AC-008-gov-cloud,OG-AC-008,"Remote access is routed through managed, monitored, encrypted access points",gov-cloud,Partially implemented,03.01.12 03.01.13 03.01.14 03.01.15,"A single ingress with TLS termination and HSTS is the managed access point, and privileged remote agent operations carry a `RemoteOperationAuditContext` recording who requested them. PARTIAL because in-cluster traffic is plaintext (see OG-SC-003) and there is no session monitoring beyond access logs.",platform-infra,hamad,2027-02-28
OG-AC-008-on-prem,OG-AC-008,"Remote access is routed through managed, monitored, encrypted access points",on-prem,Partially implemented,03.01.12 03.01.13 03.01.14 03.01.15,"A single ingress with TLS termination and HSTS is the managed access point, and privileged remote agent operations carry a `RemoteOperationAuditContext` recording who requested them. PARTIAL because in-cluster traffic is plaintext (see OG-SC-003) and there is no session monitoring beyond access logs.",platform-infra,hamad,2027-02-28
OG-AC-009-commercial-cloud,OG-AC-009,Connections to external systems are verified and controlled,commercial-cloud,Partially implemented,03.01.20,"Eight ERP connectors and GeoTab are the external systems; egress is constrained by default-deny NetworkPolicy with per-workload allow-lists. PARTIAL because there is no formal inventory or approval record of external system connections, which is what the practice asks for. `air-gapped` is `implemented` by construction: there are no external connections.",platform-infra,hamad,2027-02-28
OG-AC-009-gov-cloud,OG-AC-009,Connections to external systems are verified and controlled,gov-cloud,Partially implemented,03.01.20,"Eight ERP connectors and GeoTab are the external systems; egress is constrained by default-deny NetworkPolicy with per-workload allow-lists. PARTIAL because there is no formal inventory or approval record of external system connections, which is what the practice asks for. `air-gapped` is `implemented` by construction: there are no external connections.",platform-infra,hamad,2027-02-28
OG-AC-009-on-prem,OG-AC-009,Connections to external systems are verified and controlled,on-prem,Partially implemented,03.01.20,"Eight ERP connectors and GeoTab are the external systems; egress is constrained by default-deny NetworkPolicy with per-workload allow-lists. PARTIAL because there is no formal inventory or approval record of external system connections, which is what the practice asks for. `air-gapped` is `implemented` by construction: there are no external connections.",platform-infra,hamad,2027-02-28
OG-AU-007-air-gapped,OG-AU-007,"Audit review, analysis and reporting",air-gapped,Not implemented,03.03.03 03.03.05 03.03.06,"`GET /audit/summary` aggregates by action and period, which is a reporting surface but not a review PROCESS: nothing defines which events are reviewed, by whom, or how often, and no logged-event list is reviewed and updated. Log aggregation is also not deployed to Kubernetes — Loki exists in docker-compose only — so there is no correlation across components to review. Blocked on the SIEM decision.",security-operations,unassigned,2027-02-28
OG-AU-007-commercial-cloud,OG-AU-007,"Audit review, analysis and reporting",commercial-cloud,Not implemented,03.03.03 03.03.05 03.03.06,"`GET /audit/summary` aggregates by action and period, which is a reporting surface but not a review PROCESS: nothing defines which events are reviewed, by whom, or how often, and no logged-event list is reviewed and updated. Log aggregation is also not deployed to Kubernetes — Loki exists in docker-compose only — so there is no correlation across components to review. Blocked on the SIEM decision.",security-operations,unassigned,2027-02-28
OG-AU-007-gov-cloud,OG-AU-007,"Audit review, analysis and reporting",gov-cloud,Not implemented,03.03.03 03.03.05 03.03.06,"`GET /audit/summary` aggregates by action and period, which is a reporting surface but not a review PROCESS: nothing defines which events are reviewed, by whom, or how often, and no logged-event list is reviewed and updated. Log aggregation is also not deployed to Kubernetes — Loki exists in docker-compose only — so there is no correlation across components to review. Blocked on the SIEM decision.",security-operations,unassigned,2027-02-28
OG-AU-007-on-prem,OG-AU-007,"Audit review, analysis and reporting",on-prem,Not implemented,03.03.03 03.03.05 03.03.06,"`GET /audit/summary` aggregates by action and period, which is a reporting surface but not a review PROCESS: nothing defines which events are reviewed, by whom, or how often, and no logged-event list is reviewed and updated. Log aggregation is also not deployed to Kubernetes — Loki exists in docker-compose only — so there is no correlation across components to review. Blocked on the SIEM decision.",security-operations,unassigned,2027-02-28
OG-CM-001-air-gapped,OG-CM-001,Configuration is defined in version control and enforced at deploy time,air-gapped,Partially implemented,03.04.01 03.04.02,"Every deployed setting is a manifest in git, and `check_backend_security_config.py` asserts the security-relevant ones actually reach the container — resolving `envFrom` the way the kubelet does, which exists because `validate_settings()` was once never armed: `ENVIRONMENT` appeared in zero manifests, so the production branch never ran. PARTIAL because there is no declared BASELINE — no golden configuration to compare a running system against, and no drift detection. Inventory is likewise implicit in the manifests rather than maintained as an artifact.",platform-infra,hamad,2027-02-28
OG-CM-001-commercial-cloud,OG-CM-001,Configuration is defined in version control and enforced at deploy time,commercial-cloud,Partially implemented,03.04.01 03.04.02,"Every deployed setting is a manifest in git, and `check_backend_security_config.py` asserts the security-relevant ones actually reach the container — resolving `envFrom` the way the kubelet does, which exists because `validate_settings()` was once never armed: `ENVIRONMENT` appeared in zero manifests, so the production branch never ran. PARTIAL because there is no declared BASELINE — no golden configuration to compare a running system against, and no drift detection. Inventory is likewise implicit in the manifests rather than maintained as an artifact.",platform-infra,hamad,2027-02-28
OG-CM-001-gov-cloud,OG-CM-001,Configuration is defined in version control and enforced at deploy time,gov-cloud,Partially implemented,03.04.01 03.04.02,"Every deployed setting is a manifest in git, and `check_backend_security_config.py` asserts the security-relevant ones actually reach the container — resolving `envFrom` the way the kubelet does, which exists because `validate_settings()` was once never armed: `ENVIRONMENT` appeared in zero manifests, so the production branch never ran. PARTIAL because there is no declared BASELINE — no golden configuration to compare a running system against, and no drift detection. Inventory is likewise implicit in the manifests rather than maintained as an artifact.",platform-infra,hamad,2027-02-28
OG-CM-001-on-prem,OG-CM-001,Configuration is defined in version control and enforced at deploy time,on-prem,Partially implemented,03.04.01 03.04.02,"Every deployed setting is a manifest in git, and `check_backend_security_config.py` asserts the security-relevant ones actually reach the container — resolving `envFrom` the way the kubelet does, which exists because `validate_settings()` was once never armed: `ENVIRONMENT` appeared in zero manifests, so the production branch never ran. PARTIAL because there is no declared BASELINE — no golden configuration to compare a running system against, and no drift detection. Inventory is likewise implicit in the manifests rather than maintained as an artifact.",platform-infra,hamad,2027-02-28
OG-CM-004-air-gapped,OG-CM-004,Software execution policy and control of user-installed software,air-gapped,Partially implemented,03.04.08 03.04.09,"Dependencies are pinned with justifications, `pip-audit`, `npm audit` and a Trivy filesystem scan block the build, and a repo-hygiene gate refuses tracked key material or dependency directories. Two real gaps: **no image signing** (nothing verifies what runs is what CI built — cosign is absent) and **no base-image digest pinning** (every image uses a mutable tag). After a supply-chain compromise in this repository's own history, both are pointed questions rather than theoretical ones. Admission control that could enforce either is also absent — no Kyverno, no Gatekeeper.",platform-infra,hamad,2027-02-28
OG-CM-004-commercial-cloud,OG-CM-004,Software execution policy and control of user-installed software,commercial-cloud,Partially implemented,03.04.08 03.04.09,"Dependencies are pinned with justifications, `pip-audit`, `npm audit` and a Trivy filesystem scan block the build, and a repo-hygiene gate refuses tracked key material or dependency directories. Two real gaps: **no image signing** (nothing verifies what runs is what CI built — cosign is absent) and **no base-image digest pinning** (every image uses a mutable tag). After a supply-chain compromise in this repository's own history, both are pointed questions rather than theoretical ones. Admission control that could enforce either is also absent — no Kyverno, no Gatekeeper.",platform-infra,hamad,2027-02-28
OG-CM-004-gov-cloud,OG-CM-004,Software execution policy and control of user-installed software,gov-cloud,Partially implemented,03.04.08 03.04.09,"Dependencies are pinned with justifications, `pip-audit`, `npm audit` and a Trivy filesystem scan block the build, and a repo-hygiene gate refuses tracked key material or dependency directories. Two real gaps: **no image signing** (nothing verifies what runs is what CI built — cosign is absent) and **no base-image digest pinning** (every image uses a mutable tag). After a supply-chain compromise in this repository's own history, both are pointed questions rather than theoretical ones. Admission control that could enforce either is also absent — no Kyverno, no Gatekeeper.",platform-infra,hamad,2027-02-28
OG-CM-004-on-prem,OG-CM-004,Software execution policy and control of user-installed software,on-prem,Partially implemented,03.04.08 03.04.09,"Dependencies are pinned with justifications, `pip-audit`, `npm audit` and a Trivy filesystem scan block the build, and a repo-hygiene gate refuses tracked key material or dependency directories. Two real gaps: **no image signing** (nothing verifies what runs is what CI built — cosign is absent) and **no base-image digest pinning** (every image uses a mutable tag). After a supply-chain compromise in this repository's own history, both are pointed questions rather than theoretical ones. Admission control that could enforce either is also absent — no Kyverno, no Gatekeeper.",platform-infra,hamad,2027-02-28
OG-IA-006-air-gapped,OG-IA-006,Identifier reuse and inactivity management,air-gapped,Partially implemented,03.05.05 03.05.06,"Identifiers are UUIDs and are never reused; deprovisioning is deactivation rather than deletion (deliberately — audit rows, alarm acknowledgements and rule ownership reference the user), and a last-active-admin guard prevents locking the tenant out. PARTIAL because nothing acts on inactivity: `last_login` is stored and displayed, and no job disables a dormant account. 3.5.6 asks for that to happen automatically.",platform-security,hamad,2027-02-28
OG-IA-006-commercial-cloud,OG-IA-006,Identifier reuse and inactivity management,commercial-cloud,Partially implemented,03.05.05 03.05.06,"Identifiers are UUIDs and are never reused; deprovisioning is deactivation rather than deletion (deliberately — audit rows, alarm acknowledgements and rule ownership reference the user), and a last-active-admin guard prevents locking the tenant out. PARTIAL because nothing acts on inactivity: `last_login` is stored and displayed, and no job disables a dormant account. 3.5.6 asks for that to happen automatically.",platform-security,hamad,2027-02-28
